user_id,isbn,rating
11676,0002005018,6.867496013641357
116866,0002005018,8.450000762939453
152827,0060973129,7.63723087310791
157969,0374157065,7.5969133377075195
67958,0399135782,7.852723598480225
213191,0399135782,6.811867713928223
245827,0399135782,7.307205677032471
11676,0671870432,6.07981538772583
263256,1558746218,7.4182939529418945
226745,1881320189,7.179322242736816
7352,0440234743,6.524205207824707
12923,0440234743,6.98403787612915
13552,0440234743,6.854686737060547
21264,0440234743,6.478701591491699
31299,0440234743,7.958406925201416
64535,0440234743,7.126596450805664
70666,0440234743,7.174232006072998
75819,0440234743,7.381969451904297
79740,0440234743,3.0934689044952393
85534,0440234743,8.269225120544434
100393,0440234743,4.960850715637207
108143,0440234743,6.942434310913086
116127,0440234743,6.716373443603516
122251,0440234743,6.829914569854736
128463,0440234743,6.880060195922852
131703,0440234743,6.674129486083984
132144,0440234743,6.497396469116211
134863,0440234743,6.405216693878174
136707,0440234743,7.014648914337158
143939,0440234743,5.509787559509277
144062,0440234743,7.580410957336426
150400,0440234743,5.645127296447754
154730,0440234743,3.901796579360962
165884,0440234743,4.639580726623535
187533,0440234743,6.680892467498779
187944,0440234743,6.901675701141357
217516,0440234743,6.0172271728515625
227392,0440234743,5.021663665771484
240567,0440234743,5.258026599884033
245616,0440234743,3.861999273300171
250101,0440234743,8.648937225341797
258884,0440234743,8.131542205810547
259223,0440234743,7.329456806182861
273979,0440234743,5.8451361656188965
6242,0452264464,3.888502836227417
8570,0452264464,5.983875274658203
11104,0452264464,7.8695068359375
11676,0452264464,6.284374237060547
36197,0452264464,6.706748008728027
36907,0452264464,7.165163040161133
80837,0452264464,7.194035053253174
102359,0452264464,8.059206008911133
144803,0452264464,7.289723873138428
165319,0452264464,7.565361022949219
174633,0452264464,7.713318824768066
221232,0452264464,7.432342529296875
252627,0452264464,6.834779262542725
271135,0452264464,6.295656204223633
271144,0452264464,5.227631092071533
11676,0609804618,8.193177223205566
79089,0609804618,6.848687171936035
271622,0609804618,7.222751140594482
141518,1841721522,8.154338836669922
157118,1841721522,8.434986114501953
14,0689821166,5.037128448486328
4784,0971880107,3.9910292625427246
8453,0971880107,3.7304534912109375
11554,0971880107,3.4061946868896484
12264,0971880107,3.0196337699890137
13088,0971880107,4.137031555175781
13221,0971880107,2.556208610534668
14049,0971880107,2.5150816440582275
14461,0971880107,2.8445897102355957
20147,0971880107,2.9394853115081787
21404,0971880107,3.4117209911346436
24664,0971880107,3.0148184299468994
28091,0971880107,4.105926990509033
28735,0971880107,2.690188407897949
32329,0971880107,5.193981647491455
33535,0971880107,3.491028308868408
37538,0971880107,4.061145782470703
40841,0971880107,3.1950716972351074
41596,0971880107,3.173933267593384
45666,0971880107,2.5034031867980957
46398,0971880107,3.6555895805358887
49954,0971880107,3.1299304962158203
51803,0971880107,2.66801118850708
55894,0971880107,3.567229986190796
59994,0971880107,3.990677833557129
60633,0971880107,3.1282858848571777
61028,0971880107,4.19891357421875
64819,0971880107,4.756346225738525
65145,0971880107,4.661525726318359
65370,0971880107,3.6771435737609863
67636,0971880107,2.733039379119873
67704,0971880107,2.772026538848877
69378,0971880107,3.43475604057312
70153,0971880107,3.3192856311798096
71162,0971880107,4.593385219573975
71464,0971880107,3.921998977661133
72030,0971880107,3.9004690647125244
74910,0971880107,3.560276746749878
79738,0971880107,3.6755292415618896
83469,0971880107,3.430147647857666
84682,0971880107,3.937201738357544
89867,0971880107,3.704812526702881
91254,0971880107,3.9661006927490234
92727,0971880107,3.9605326652526855
98655,0971880107,4.203749656677246
104268,0971880107,4.787779331207275
111433,0971880107,4.590920448303223
114434,0971880107,3.695796489715576
121070,0971880107,4.543413162231445
127619,0971880107,3.4719181060791016
128447,0971880107,4.851304054260254
130915,0971880107,3.8218936920166016
